object_img,feature_img,context_img,trl_no_ret,block_no,pleasant_scr,pleasant_inital_rt,pleasant_final_rt,feat_mem,feat_inital_rt,feat_final_rt,feat_key,scene_mem,scene_inital_rt,scene_final_rt,scene_key,con_score,con_inital_rt,con_final_rt
animate_28.jpg,chequered_25.jpg,indoor_51.jpg,20,1,easy,2.85514776571654,2.85514776571654,target,3.82146191620268,5.07342401635833,right,lure,3.51929181627929,10.004231216386,left,unsure,2.35981136769988,2.74276006757282
animate_62.jpg,polkadot_42.jpg,indoor_03.jpg,24,1,difficult,1.59710198664106,2.19289208669215,target,3.96657101716846,4.84270471730269,right,lure,5.48046426684596,6.69503516680561,left,guess,0.845276607200503,0.845276607200503
animate_32.jpg,chequered_24.jpg,outdoor_55.jpg,46,1,difficult,1.46224594861269,2.01313594868407,lure,0.378738764673471,0.378738764673471,left,lure,0.288852359866723,0.288852359866723,left,guess,0.517366117332131,0.517366117332131
inanimate_03.jpg,polkadot_18.jpg,indoor_04.jpg,5,1,easy,1.62903976161033,1.62903976161033,target,0.7187660173513,1.2776982174255,centre,target,2.14359076553956,9.77051456575282,left,unsure,0.314992808038369,0.684657708043233
inanimate_25.jpg,chequered_38.jpg,outdoor_05.jpg,14,1,easy,2.63945166673511,2.63945166673511,lure,2.99745631520636,3.55851441528648,centre,lure,9.4618606173899,10.671892817365,centre,guess,1.12408176693134,1.12408176693134
inanimate_30.jpg,chequered_42.jpg,indoor_48.jpg,19,1,easy,3.61149016371928,3.61149016371928,lure,2.96955689531751,5.08438649517484,centre,target,3.55605681636371,9.25420591630973,left,guess,1.49369596783072,1.49369596783072
animate_37.jpg,polkadot_14.jpg,outdoor_49.jpg,29,1,easy,1.91606436669827,1.91606436669827,target,0.838702266803011,3.10655026696622,right,target,0.945952867856249,1.89516126783565,right,certain,1.33630191744305,2.19362261728384
inanimate_37.jpg,chequered_37.jpg,outdoor_60.jpg,41,1,easy,2.40810686163604,2.40810686163604,target,1.46168464981019,3.31065414985642,left,target,3.24466631747782,5.62832531728782,left,unsure,1.09813316701911,1.64034686703235
inanimate_58.jpg,polkadot_61.jpg,outdoor_35.jpg,23,1,easy,3.23441266082227,3.23441266082227,lure,5.16651686676778,5.16651686676778,left,lure,2.40890786680393,3.28056606673636,right,guess,1.13702511647716,1.13702511647716
inanimate_43.jpg,chequered_10.jpg,indoor_10.jpg,18,1,difficult,1.48343276674859,2.03062076680362,target,2.02035731635988,2.02035731635988,left,lure,1.73238291637972,11.5388152163941,centre,guess,0.835431661456823,0.835431661456823
animate_50.jpg,chequered_12.jpg,indoor_32.jpg,37,1,easy,1.62013806775212,1.62013806775212,lure,0.969985014991835,1.48189641511999,centre,target,5.05608661728911,6.20852281735279,right,certain,1.52633860404603,2.42339030397125
animate_11.jpg,chequered_17.jpg,outdoor_40.jpg,22,1,easy,41.9705978001002,41.9705978001002,target,3.58070486062206,5.25544306077063,right,lure,2.8909189668484,3.92109936685301,right,guess,0.432644412154332,1.83923571207561
animate_20.jpg,chequered_61.jpg,indoor_02.jpg,38,1,difficult,3.10748731414787,3.71984131424688,lure,4.76406211196445,4.76406211196445,left,target,2.82461606757715,2.82461606757715,left,guess,0.958025420317426,0.958025420317426
animate_31.jpg,polkadot_62.jpg,outdoor_22.jpg,21,1,difficult,1.56275650416501,2.10053560417145,lure,4.50148166692816,4.50148166692816,left,target,3.06147721037269,4.65578811033629,right,unsure,0.831902466714382,1.13860786682926
animate_54.jpg,polkadot_60.jpg,indoor_44.jpg,27,1,easy,2.67621736158617,2.67621736158617,target,2.98606436769478,6.61216226778924,centre,target,8.65151961916126,8.65151961916126,left,guess,0.361657906323671,0.361657906323671
inanimate_08.jpg,polkadot_53.jpg,indoor_45.jpg,26,1,easy,45.288835948566,45.288835948566,target,0.714413561625406,1.07332806172781,centre,lure,5.99406121717766,6.2900487172883,centre,unsure,0.451371066970751,2.09320486686192
animate_15.jpg,polkadot_32.jpg,outdoor_45.jpg,9,1,difficult,1.41991660231724,1.90779080241919,lure,2.39584771730006,2.78545391745865,centre,target,4.44079880812205,5.66196070797741,centre,guess,1.28574935765937,1.28574935765937
inanimate_10.jpg,polkadot_09.jpg,outdoor_16.jpg,6,1,easy,1.34802650730126,1.34802650730126,target,0.650170917389914,1.57640711730346,right,target,1.03831550921313,1.03831550921313,left,certain,0.405444099102169,1.47517399908975
inanimate_55.jpg,polkadot_17.jpg,outdoor_54.jpg,4,1,difficult,1.06842200807296,1.62295480817556,lure,1.71306931204163,8.98349661217071,left,target,2.25398496678099,2.25398496678099,left,unsure,2.77127091516741,3.26494021504186
animate_14.jpg,chequered_59.jpg,outdoor_23.jpg,43,1,difficult,1.00704320217483,1.55233320221305,target,3.2681384657044,4.95216166554019,right,target,3.884671356529,3.884671356529,left,unsure,0.262049016309902,0.59837161633186
animate_47.jpg,polkadot_48.jpg,indoor_26.jpg,11,1,easy,2.3291024165228,2.3291024165228,target,3.11511146766134,3.11511146766134,left,target,1.51470466679893,3.29355716682039,right,certain,1.04748631105758,2.11782381101511
inanimate_50.jpg,chequered_18.jpg,indoor_42.jpg,39,1,difficult,0.520809566834942,1.13109636702575,target,1.4056020162534,1.87257721624337,centre,target,3.00892436690629,3.00892436690629,left,guess,1.13620471511967,1.13620471511967
inanimate_19.jpg,chequered_49.jpg,outdoor_47.jpg,35,1,easy,2.30768616683781,2.30768616683781,lure,7.56405326677486,8.13124696677551,centre,lure,5.12241416773759,5.12241416773759,left,guess,0.666595158400014,0.666595158400014
inanimate_42.jpg,polkadot_11.jpg,indoor_47.jpg,40,1,difficult,1.21562680928037,1.7092561093159,lure,2.18122491636313,3.71884251642041,centre,target,2.5589398171287,2.5589398171287,left,guess,0.306013650726527,0.306013650726527
animate_63.jpg,polkadot_01.jpg,indoor_52.jpg,45,1,difficult,1.02374246693216,1.44905706681311,lure,2.4530122668948,3.63309466699138,right,target,3.1374561667908,3.1374561667908,left,guess,0.45146290701814,0.45146290701814
inanimate_46.jpg,chequered_11.jpg,outdoor_27.jpg,8,1,difficult,2.52468621032313,4.50057461019605,lure,1.6039218606893,1.6039218606893,left,target,5.10436926153488,5.10436926153488,left,unsure,0.389460166916251,0.739063266897574
animate_08.jpg,chequered_55.jpg,indoor_39.jpg,15,1,easy,20.1956346668303,20.1956346668303,target,1.59234111639671,7.17499021650292,centre,target,1.44433071627282,1.44433071627282,left,certain,0.298485616454855,1.28937661647797
inanimate_62.jpg,polkadot_63.jpg,outdoor_37.jpg,48,1,difficult,1.13746091723442,1.70374261727557,target,0.402319500921294,0.402319500921294,left,target,0.259297016309574,0.259297016309574,left,guess,0.50840085442178,0.50840085442178
animate_58.jpg,polkadot_24.jpg,outdoor_07.jpg,34,1,easy,2.48931951122358,2.48931951122358,target,2.15797391836531,4.96231571841054,right,target,1.70209976681508,2.19329576683231,centre,unsure,0.422296067001298,0.719897366827354
animate_17.jpg,chequered_08.jpg,indoor_13.jpg,44,1,easy,3.51239906693809,3.51239906693809,target,3.1254112161696,6.5496854162775,centre,target,1.68543221708387,3.30084401718341,centre,guess,1.42849214863963,1.42849214863963
